חותמת זמן,מגדר,גיל,רמת ההשכלה,מגורים ,מהו הלאום אלו אתה משתייכ/ת,מהי רמת אמונתך,מהו המצב המשפחתי הנוכחי שלך ,מספר ילדים הנוכחי,מהו מצב התעסוקתי הנוכחי שלך ,בכמה מקומות עבודה שונים הועסקת בעשר השנים האחרונות,האם ביצעת שינוי תעסוקתי במהלך שנות עבודתך,איזו מהאפשרויות הבאות מתארות את מצב תעסוקתך לפני השינוי התעסוקתי ,לפני ביצוע השינוי התעסוקתי כמה שנים עסקת ברצף במקצועך הקודם,מה היה מצבך המשפחתי לפני השינוי התעסוקתי,מספר ילדים  לפני השינוי התעסקותי,מה היו הגורמים לשינוי התעסוקתי  (ניתן לסמן 2 תשובות עיקריות),באיזה גיל ביצעת את השינוי התעסוקתי ,האם השינוי התבצע בתוך הארגון או מחוצה לו ,האם השינוי התעסוקתי הוא לתחום אחר במהותו או באותו תחום בתפקיד אחר? ,האם לביצוע השינוי הזדקקת להכשרה כלשהיא במידה וכן לאיזו הכשרה  ,מה הייתה מידת התמיכה המשפחתית בשינוי ,מהי מידת שביעות הרצון שלך מהשינוי התעסוקתי ,האם בעקבות השינוי התעסוקתי אתה מרגיש בטחון תעסוקתי יותר מלפניו,האם רמת החיים שלך השתנתה בעקבות השינוי ,בכמה השתנתה הכנסתך בעקבות השינוי התעסוקתי ,האם את/ה רוצה בעתיד לעשות שינוי תעסוקתי ,מהם החסמים  שמונעים ממך לעשות את השינוי כעת (ניתן לסמן 2 תשובות עיקריות),,
,נקבה,35-43,תואר שני ומעלה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,0,"אתגר, שחיקה",24-34,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה,באותה מידה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,50-59,לימודי תעודה,אזור שפלה,יהודי,דתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,15 ויותר,נשוי/נשואה / בזוגיות,2,"שחיקה, מימוש פוטנציאל",44-49,בתוך הארגון,תחום אחר אך באותו ענף,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,השכלה תיכונית ומטה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,"אבטלה זמנית / חל""ת (בין עבודות )",1,לא,,,,,,,,,,,,,,,כן,פחד משינוי,,
,נקבה,35-43,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,מניעים כלכליים,,
,נקבה,60-67,לימודי תעודה,תל אביב וגוש דן,יהודי,מסורתי,נשוי/אה / בזוגיות,3,בבית - טיפול במשפחה,1,כן,טיפול בבית או במשפחה,15 ויותר,נשוי/נשואה / בזוגיות,3,"שחיקה, מצב בריאותי",50-59,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,3,"אבטלה זמנית / חל""ת (בין עבודות )",2,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,2,"מניעים כלכליים, אתגר, מצב בריאותי",35-43,מחוץ לארגון,אותו תחום תפקיד ניהולי,תואר,במידה רבה מאוד,מרוצה,במידה רבה,עלתה,במידה רבה (בין 20%-30%),,,,
,זכר,24-34,תואר שני ומעלה,חיפה צפון,יהודי,דתי מאוד,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,"אתגר, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר אך באותו ענף,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,במידה רבה (בין 20%-30%),,,,
,זכר,50-59,לימודי תעודה,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,4,מימוש פוטנציאל,44-49,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,24-34,תואר ראשון,אזור הדרום,יהודי,חילוני,רווק/ה,0,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"מוטיבציה, אין",,
,זכר,24-34,תואר ראשון,חיפה צפון,יהודי,דתי,נשוי/אה / בזוגיות,0,שכיר משרה מלאה,4,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר אך באותו ענף,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,35-43,לימודי תעודה,אזור השרון,יהודי,מסורתי,נשוי/אה / בזוגיות,1,עצמאי,1,כן,עצמאי,1-5,רווק/ה,0,שחיקה,35-43,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה,מרוצה,במידה פחותה,עלתה,לא השתנתה,,,,
,זכר,60-67,השכלה תיכונית ומטה,אזור השרון,יהודי,מסורתי,אלמן/ה,3,שכיר משרה מלאה,3,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"העדר השכלה מתאימה, פחד משינוי",,
,זכר,50-59,לימודי תעודה,אזור השרון,יהודי,מסורתי,גרוש/ה / פרוד/ה,2,עצמאי,1,לא,,,,,,,,,,,,,,,כן,"זמן, פחד משינוי",,
,נקבה,50-59,לימודי תעודה,חיפה צפון,יהודי,דתי מאוד,נשוי/אה / בזוגיות,4,"אבטלה זמנית / חל""ת (בין עבודות )",3,לא,,,,,,,,,,,,,,,לא,העדר השכלה מתאימה,,
,נקבה,44-49,השכלה תיכונית ומטה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,2,מימוש פוטנציאל,24-34,מחוץ לארגון,אותו תחום תפקיד אחר,לא נדרשתי,במידה רבה,מרוצה,במידה רבה,נשארה כפי שהייתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,24-34,סטודנט/ית,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,0,"אבטלה זמנית / חל""ת (בין עבודות )",4,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,"מניעים כלכליים, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה,במידה רבה מאוד,עלתה,במידה רבה (בין 20%-30%),,,,
,נקבה,24-34,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,3,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"העדר השכלה מתאימה, משפחה",,
,נקבה,24-34,סטודנט/ית,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,0,שכיר משרה חלקית,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,0,"מניעים כלכליים, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה,מרוצה,במידה רבה,נשארה כפי שהייתה,ירדה,,,,
,נקבה,24-34,לימודי תעודה,אזור השרון,יהודי,מסורתי,רווק/ה,0,שכיר משרה חלקית,4,כן,עבודה במשרה מלאה,5-10,רווק/ה,0,מצב בריאותי,24-34,מחוץ לארגון,אותו תחום תפקיד אחר,חפיפה,לא הייתה תמיכה,מרוצה,באותה מידה,ירדה,במידה רבה (בין 20%-30%),,,,
,נקבה,35-43,תואר שני ומעלה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"זמן, פחד משינוי",,
,נקבה,60-67,תואר שני ומעלה,אזור הדרום,יהודי,דתי,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,"זמן, פחד משינוי",,
,זכר,24-34,סטודנט/ית,אזור הדרום,יהודי,דתי מאוד,נשוי/אה / בזוגיות,0,שכיר משרה חלקית,4,כן,עבודה במשרה חלקית,1-5,נשוי/נשואה / בזוגיות,0,מימוש פוטנציאל,24-34,מחוץ לארגון,אותו תחום תפקיד אחר,לא נדרשתי,במידה סבירה,מרוצה,במידה רבה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,60-67,לימודי תעודה,ירושלים והסביבה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"מניעים כלכליים, פחד משינוי",,
,נקבה,50-59,לימודי תעודה,אזור הדרום,יהודי,מסורתי,גרוש/ה / פרוד/ה,2,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,פחד משינוי,,
,נקבה,35-43,תואר ראשון,אזור הדרום,יהודי,מסורתי,גרוש/ה / פרוד/ה,1,שכיר משרה מלאה,2,כן,"אבטלה זמנית חל""ת (בין עבודות)",15 ויותר,גרוש/ה / פרוד/ה,1,"אתגר, מימוש פוטנציאל",35-43,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה מאוד,במידה רבה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,24-34,תואר ראשון,אזור הדרום,יהודי,חילוני,רווק/ה,0,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"מוטיבציה, אין",,
,נקבה,24-34,תואר ראשון,אזור הדרום,לא יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,5-10,רווק/ה,0,"מניעים כלכליים, שחיקה",24-34,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,24-34,תואר ראשון,אזור שפלה,יהודי,חילוני,רווק/ה,0,שכיר משרה מלאה,4,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,פחד משינוי,,
,זכר,60-67,תואר שני ומעלה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה חלקית,4,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,אין,,
,נקבה,24-34,תואר ראשון,ירושלים והסביבה,יהודי,מסורתי,רווק/ה,0,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,מוטיבציה,,
,נקבה,24-34,תואר ראשון,ירושלים והסביבה,יהודי,דתי,רווק/ה,0,"אבטלה זמנית / חל""ת (בין עבודות )",4,לא,,,,,,,,,,,,,,,כן,"העדר השכלה מתאימה, פחד משינוי",,
,זכר,24-34,תואר ראשון,אזור השרון,יהודי,דתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,שחיקה,24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,זכר,24-34,סטודנט/ית,אזור השרון,יהודי,דתי,נשוי/אה / בזוגיות,0,שכיר משרה חלקית,1,לא,,,,,,,,,,,,,,,כן,אין,,
,זכר,24-34,תואר ראשון,אזור שפלה,יהודי,דתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,1,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,44-49,תואר ראשון,אזור הדרום,יהודי,מסורתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,כן,"מניעים כלכליים, פחד משינוי",,
,נקבה,24-34,לימודי תעודה,חיפה צפון,יהודי,דתי,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא,פחד משינוי,,
,זכר,24-34,לימודי תעודה,חיפה צפון,יהודי,דתי,נשוי/אה / בזוגיות,1,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,מימוש פוטנציאל,24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,נקבה,50-59,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,אתגר,35-43,מחוץ לארגון,תחום אחר לגמרי,תואר,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,זכר,35-43,לימודי תעודה,אזור שפלה,יהודי,מסורתי,נשוי/אה / בזוגיות,2,"אבטלה זמנית / חל""ת (בין עבודות )",4,כן,עצמאי,1-5,רווק/ה,0,מניעים כלכליים,24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה מאוד,מרוצה,במידה רבה,עלתה,במידה סבירה (בין 10%-20%),,,,
,נקבה,35-43,תואר ראשון,תל אביב וגוש דן,יהודי,חילוני,נשוי/אה / בזוגיות,1,שכיר משרה חלקית,3,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"משפחה, זמן, פחד משינוי",,
,זכר,24-34,תואר ראשון,תל אביב וגוש דן,יהודי,מסורתי,נשוי/אה / בזוגיות,0,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,0,"אתגר, שחיקה, מימוש פוטנציאל",24-34,מחוץ לארגון,תחום אחר לגמרי,קורס / הכשרה מקצועית,במידה רבה,מרוצה מאוד,במידה רבה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,44-49,השכלה תיכונית ומטה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,4,כן,עבודה במשרה מלאה,1-5,נשוי/נשואה / בזוגיות,2,"מניעים כלכליים, שחיקה, מימוש פוטנציאל",35-43,מחוץ לארגון,תחום אחר לגמרי,לא נדרשתי,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
,זכר,24-34,תואר ראשון,אזור השרון,יהודי,מסורתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,לא,אין,,
,נקבה,50-59,תואר ראשון,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,מניעים כלכליים,,
,נקבה,50-59,תואר שני ומעלה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"מוטיבציה, פחד משינוי",,
,נקבה,50-59,תואר שני ומעלה,אזור שפלה,יהודי,דתי,נשוי/אה / בזוגיות,2,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,"אתגר, שחיקה",24-34,מחוץ לארגון,תחום אחר אך באותו ענף,תואר,במידה רבה מאוד,מרוצה,באותה מידה,נשארה כפי שהייתה,ירדה,,,,
,זכר,50-59,תואר שני ומעלה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,1,כן,עבודה במשרה מלאה,15 ויותר,נשוי/נשואה / בזוגיות,3,מימוש פוטנציאל,50-59,בתוך הארגון,אותו תחום תפקיד אחר,חפיפה,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,35-43,תואר שני ומעלה,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,1,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,"זמן, פחד משינוי",,
,נקבה,44-49,תואר ראשון,אזור שפלה,יהודי,חילוני,נשוי/אה / בזוגיות,3,"אבטלה זמנית / חל""ת (בין עבודות )",1,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,3,מימוש פוטנציאל,35-43,בתוך הארגון,תחום אחר אך באותו ענף,חפיפה,במידה רבה מאוד,מרוצה,במידה פחותה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,24-34,תואר ראשון,חיפה צפון,יהודי,חילוני,נשוי/אה / בזוגיות,1,בבית - טיפול במשפחה,4,כן,עבודה במשרה מלאה,1-5,רווק/ה,0,"מניעים כלכליים, שחיקה, מימוש פוטנציאל",24-34,בתוך הארגון,תחום אחר לגמרי,חפיפה,במידה סבירה,לא מרוצה,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,נקבה,50-59,לימודי תעודה,אזור הדרום,יהודי,חילוני,נשוי/אה / בזוגיות,3,עצמאי,3,כן,עבודה במשרה חלקית,15 ויותר,נשוי/נשואה / בזוגיות,3,"אתגר, מימוש פוטנציאל",44-49,מחוץ לארגון,תחום אחר לגמרי,חפיפה,במידה רבה,מרוצה מאוד,באותה מידה,נשארה כפי שהייתה,לא השתנתה,,,,
,זכר,44-49,תואר שני ומעלה,אזור הדרום,יהודי,דתי,נשוי/אה / בזוגיות,4,שכיר משרה מלאה,2,לא,,,,,,,,,,,,,,,לא בטוח /מתלבט,פחד משינוי,,
,זכר,44-49,תואר שני ומעלה,אזור השרון,יהודי,חילוני,נשוי/אה / בזוגיות,3,שכיר משרה מלאה,2,כן,עבודה במשרה מלאה,5-10,נשוי/נשואה / בזוגיות,3,מימוש פוטנציאל,35-43,בתוך הארגון,אותו תחום תפקיד אחר,חפיפה,במידה רבה מאוד,מרוצה מאוד,במידה רבה מאוד,עלתה,במידה רבה מאוד (מעל 40%),,,,
